0.000000 2.000000 4.000000 1.000000 41.500000
0.020000 1.920519 4.038763 0.977489 41.500000
0.040000 1.842094 4.075131 0.955683 41.500000
0.060000 1.764743 4.109219 0.934598 41.500000
0.080000 1.688478 4.141140 0.914249 41.500000
0.100000 1.613302 4.171002 0.894646 41.500000
0.120000 1.539213 4.198907 0.875800 41.500000
0.140000 1.466202 4.224956 0.857717 41.500000
0.160000 1.394254 4.249242 0.840403 41.500000
0.180000 1.323351 4.271855 0.823864 41.500000
0.200000 1.253469 4.292880 0.808100 41.500000
0.220000 1.184578 4.312398 0.793116 41.500000
0.240000 1.116648 4.330485 0.778910 41.500000
0.260000 1.049644 4.347212 0.765483 41.500000
0.280000 0.983527 4.362645 0.752835 41.500000
0.300000 0.918256 4.376849 0.740964 41.500000
0.320000 0.853788 4.389880 0.729868 41.500000
0.340000 0.790079 4.401792 0.719546 41.500000
0.360000 0.727081 4.412636 0.709995 41.500000
0.380000 0.664745 4.422456 0.701212 41.500000
0.400000 0.603021 4.431294 0.693195 41.500000
0.420000 0.541857 4.439188 0.685941 41.500000
0.440000 0.481202 4.446172 0.679449 41.500000
0.460000 0.421001 4.452276 0.673715 41.500000
0.480000 0.361201 4.457526 0.668737 41.500000
0.500000 0.301746 4.461945 0.664514 41.500000
0.520000 0.242582 4.465552 0.661043 41.500000
0.540000 0.183651 4.468364 0.658323 41.500000
0.560000 0.124898 4.470392 0.656354 41.500000
0.580000 0.066266 4.471645 0.655133 41.500000
0.600000 0.007698 4.472129 0.654660 41.500000
0.620000 -0.050862 4.471847 0.654936 41.500000
0.640000 -0.109472 4.470796 0.655960 41.500000
0.660000 -0.168188 4.468972 0.657733 41.500000
0.680000 -0.227066 4.466368 0.660255 41.500000
0.700000 -0.286164 4.462971 0.663528 41.500000
0.720000 -0.345537 4.458767 0.667554 41.500000
0.740000 -0.405241 4.453738 0.672333 41.500000
0.760000 -0.465331 4.447861 0.677868 41.500000
0.780000 -0.525862 4.441111 0.684161 41.500000
0.800000 -0.586886 4.433460 0.691214 41.500000
0.820000 -0.648458 4.424873 0.699030 41.500000
0.840000 -0.710628 4.415315 0.707611 41.500000
0.860000 -0.773448 4.404745 0.716960 41.500000
0.880000 -0.836965 4.393118 0.727079 41.500000
0.900000 -0.901229 4.380387 0.737972 41.500000
0.920000 -0.966284 4.366497 0.749639 41.500000
0.940000 -1.032175 4.351392 0.762082 41.500000
0.960000 -1.098942 4.335012 0.775304 41.500000
0.980000 -1.166626 4.317289 0.789305 41.500000
1.000000 -1.235260 4.298155 0.804085 41.500000
1.020000 -1.304879 4.277533 0.819644 41.500000
1.040000 -1.375511 4.255346 0.835979 41.500000
1.060000 -1.447182 4.231509 0.853090 41.500000
1.080000 -1.519912 4.205933 0.870971 41.500000
1.100000 -1.593716 4.178525 0.889617 41.500000
1.120000 -1.668606 4.149187 0.909022 41.500000
1.140000 -1.744585 4.117818 0.929176 41.500000
1.160000 -1.821651 4.084310 0.950069 41.500000
1.180000 -1.899795 4.048553 0.971686 41.500000
1.200000 -1.979001 4.010431 0.994014 41.500000
1.220000 -2.059242 3.969826 1.017032 41.500000
1.240000 -2.140486 3.926617 1.040719 41.500000
1.260000 -2.222686 3.880678 1.065051 41.500000
1.280000 -2.305790 3.831883 1.089998 41.500000
1.300000 -2.389732 3.780103 1.115528 41.500000
