0.000000 2.000000 4.000000 1.000000 41.500000
0.200000 1.253491 4.292928 0.808103 41.500933
0.400000 0.603080 4.431378 0.693202 41.501624
0.600000 0.007792 4.472235 0.654666 41.501921
0.800000 -0.586758 4.433577 0.691210 41.501839
1.000000 -1.235099 4.298275 0.804065 41.501368
1.200000 -1.978814 4.010546 0.993977 41.500483
1.400000 -2.818667 3.471990 1.250440 41.499355
1.600000 -3.664301 2.563606 1.531930 41.498632
1.800000 -4.297575 1.236933 1.751330 41.498785
2.000000 -4.458110 -0.352199 1.807762 41.498216
2.200000 -4.065847 -1.861796 1.670427 41.495381
2.400000 -3.306333 -3.010701 1.410808 41.492731
2.600000 -2.444026 -3.744694 1.132244 41.492270
2.800000 -1.641734 -4.159462 0.902043 41.493072
3.000000 -0.943021 -4.371219 0.745441 41.493939
3.200000 -0.324410 -4.460028 0.666095 41.494448
3.400000 0.263529 -4.464044 0.662251 41.494568
3.600000 0.876520 -4.385055 0.733771 41.494311
3.800000 1.565272 -4.188863 0.882430 41.493647
4.000000 2.357369 -3.799858 1.105697 41.492605
4.200000 3.218642 -3.104173 1.381540 41.491557
4.400000 3.999908 -1.999014 1.647531 41.491269
4.600000 4.441627 -0.516964 1.801971 41.491421
4.800000 4.338927 1.080808 1.765870 41.489759
5.000000 3.743364 2.445431 1.559042 41.486572
5.200000 2.907625 3.396744 1.279256 41.484907
5.400000 2.061134 3.967881 1.017651 41.485218
5.600000 1.306636 4.276158 0.820130 41.486148
5.800000 0.650091 4.423863 0.699350 41.486867
6.000000 0.052464 4.471082 0.655071 41.487193
6.200000 -0.540146 4.438641 0.685866 41.487139
6.400000 -1.182597 4.312136 0.792800 41.486700
6.600000 -1.918134 4.038982 0.976910 41.485846
6.800000 -2.752134 3.523888 1.229145 41.484722
7.000000 -3.603190 2.647377 1.511127 41.483939
7.200000 -4.262293 1.350702 1.739010 41.484048
7.400000 -4.465303 -0.228723 1.810336 41.483629
7.600000 -4.111603 -1.756313 1.686394 41.480927
7.800000 -3.370599 -2.937290 1.432421 41.478151
8.000000 -2.508908 -3.700506 1.152403 41.477532
8.200000 -1.699421 -4.135304 0.917258 41.478289
8.400000 -0.993152 -4.359227 0.754781 41.479173
8.600000 -0.370017 -4.455621 0.669591 41.479713
8.800000 0.218296 -4.465633 0.660006 41.479861
9.000000 0.827410 -4.393722 0.725679 41.479634
9.200000 1.508849 -4.208616 0.868360 41.479003
9.400000 2.292983 -3.838069 1.086249 41.477984
9.600000 3.152270 -3.170358 1.359555 41.476912
9.800000 3.947730 -2.098367 1.629496 41.476549
10.000000 4.424828 -0.639223 1.796097 41.476738
10.200000 4.365912 0.962155 1.775387 41.475272
10.400000 3.800641 2.353833 1.578763 41.472093
10.600000 2.974079 3.337577 1.300955 41.470251
10.800000 2.123370 3.933957 1.035840 41.470455
11.000000 1.360832 4.258324 0.832712 41.471377
11.200000 0.697862 4.415715 0.705999 41.472123
11.400000 0.097555 4.469474 0.655918 41.472479
11.600000 -0.493429 4.443222 0.680925 41.472454
11.800000 -1.130212 4.325286 0.781900 41.472046
12.000000 -1.857569 4.066262 0.960120 41.471224
12.200000 -2.685230 3.574074 1.207879 41.470107
12.400000 -3.540501 2.729259 1.489856 41.469268
12.600000 -4.223955 1.463604 1.725635 41.469326
12.800000 -4.469105 -0.103923 1.811715 41.469043
13.000000 -4.155384 -1.647792 1.701699 41.466490
13.200000 -3.434730 -2.860718 1.454072 41.463603
13.400000 -2.574699 -3.653994 1.173013 41.462820
13.600000 -1.758240 -4.109710 0.933039 41.463522
13.800000 -1.044219 -4.346399 0.764658 41.464422
14.000000 -0.416228 -4.450686 0.673563 41.464991
14.200000 0.172797 -4.466774 0.658188 41.465169
14.400000 0.778319 -4.401822 0.717979 41.464971
14.600000 1.452590 -4.227468 0.854630 41.464373
14.800000 2.228572 -3.874849 1.066994 41.463380
15.000000 3.085055 -3.234633 1.337401 41.462289
15.200000 3.893238 -2.196092 1.610701 41.461850
15.400000 4.404562 -0.761547 1.789006 41.462060
15.600000 4.389967 0.841205 1.783882 41.460789
15.800000 3.856830 2.258933 1.598157 41.457641
16.000000 3.041001 3.275562 1.322928 41.455625
16.200000 2.186699 3.898132 1.054564 41.455712
16.400000 1.416103 4.239364 0.845862 41.456621
16.600000 0.746425 4.406902 0.713162 41.457393
16.800000 0.143090 4.467398 0.657220 41.457779
17.000000 -0.446589 4.447321 0.676398 41.457783
17.200000 -1.077942 4.337735 0.771378 41.457407
17.400000 -1.797144 4.092403 0.943625 41.456617
17.600000 -2.618021 3.622552 1.186675 41.455511
17.800000 -3.476334 2.809186 1.468159 41.454621
18.000000 -4.182609 1.575473 1.711229 41.454618
18.200000 -4.469415 0.022025 1.811864 41.454458
18.400000 -4.197001 -1.536276 1.716271 41.452070
18.600000 -3.498590 -2.780903 1.475712 41.449087
18.800000 -2.641358 -3.605049 1.194059 41.448133
19.000000 -1.818204 -4.082601 0.949392 41.448772
19.200000 -1.096251 -4.332689 0.775086 41.449684
19.400000 -0.463074 -4.445201 0.678024 41.450284
19.600000 0.127009 -4.467461 0.656806 41.450490
19.800000 0.729235 -4.409360 0.710681 41.450322
20.000000 1.396502 -4.245436 0.841254 41.449758
