0.000583 0.000000
0.000510 0.000394
0.000437 0.000554
0.000364 0.000675
0.000291 0.000775
0.000218 0.000862
0.000145 0.000940
0.000072 0.001010
-0.000001 0.001073
-0.000074 0.001132
-0.000147 0.001187
-0.000220 0.001238
-0.000293 0.001286
-0.000366 0.001331
-0.000439 0.001373
-0.000512 0.001413
-0.000585 0.001451
-0.000658 0.001486
-0.000731 0.001520
-0.000804 0.001552
-0.000877 0.001583
-0.000950 0.001612
-0.001023 0.001639
-0.001096 0.001665
-0.001169 0.001690
-0.001242 0.001713
-0.001315 0.001736
-0.001388 0.001757
-0.001461 0.001777
-0.001534 0.001795
-0.001607 0.001813
-0.001680 0.001830
-0.001753 0.001846
-0.001826 0.001861
-0.001899 0.001874
-0.001972 0.001887
-0.002045 0.001899
-0.002118 0.001910
-0.002191 0.001921
-0.002264 0.001930
-0.002337 0.001938
-0.002410 0.001946
-0.002483 0.001953
-0.002556 0.001959
-0.002629 0.001964
-0.002702 0.001968
-0.002775 0.001972
-0.002848 0.001975
-0.002921 0.001977
-0.002994 0.001978
-0.003067 0.001978
-0.003140 0.001978
-0.003213 0.001977
-0.003286 0.001975
-0.003359 0.001972
-0.003432 0.001968
-0.003505 0.001964
-0.003578 0.001959
-0.003651 0.001953
-0.003724 0.001946
-0.003797 0.001938
-0.003870 0.001930
-0.003943 0.001921
-0.004016 0.001910
-0.004089 0.001899
-0.004162 0.001887
-0.004235 0.001874
-0.004308 0.001861
-0.004381 0.001846
-0.004454 0.001830
-0.004527 0.001813
-0.004600 0.001795
-0.004673 0.001777
-0.004746 0.001757
-0.004819 0.001736
-0.004892 0.001713
-0.004965 0.001690
-0.005038 0.001665
-0.005111 0.001639
-0.005184 0.001612
-0.005257 0.001583
-0.005330 0.001552
-0.005403 0.001520
-0.005476 0.001486
-0.005549 0.001451
-0.005622 0.001413
-0.005695 0.001373
-0.005768 0.001331
-0.005841 0.001286
-0.005914 0.001238
-0.005987 0.001187
-0.006060 0.001132
-0.006133 0.001073
-0.006206 0.001010
-0.006279 0.000940
-0.006352 0.000862
-0.006425 0.000775
-0.006498 0.000675
-0.006571 0.000554
-0.006644 0.000394
-0.006717 0.000000
